Category,Published Date,News Headline,News Content / Summary,News Website Link (URL)
🖥️ Technology,2025-11-17 12:12:22,NIT Rourkela patents green technology to revive India's black terracotta - Business Standard,NIT Rourkela patents green technology to revive India's black terracotta  Business Standard,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNRXM1TmJHSlFIZWl5MnYwVDUzMkZkcDAxZlpCbG5HYk9yVFprcUNJNko4alZMN3hKYVZldFhQc3Rrb1VpNlI3SjJEaXR6M3RrOTV5ZF9RQlRpOVVheTRLVVFGb3BmemJtX3I1dU1Od3BRRkhDQTQ2di1OYWhkeFNLdTB2akExZGZZNXdKbmFKVDZZcHp5TW90Zm9aRGZLUWk4eHVJTEhBOVNGTlgyWDluM1VTZFluT2JUWWJzelBnX3VkMDZzVUQzaHBneVBjTWFsSklj0gHYAUFVX3lxTFAtX2hWcXVJOWlyMnpRM1FRQ3FKY3RJYkotSzJPSUQxdWVjOVdOelN5YVVOOElieDYzSzY4U3BIS2lhWWFUS01maHZkRUh4Sm9KLUtNcWJ6OUVSTVdWWHBsUVd6Y19KdEp6RnZxN3VxYjQyU0lYbDN2V0pSUjFVR0JNdGd6QkZvLVVGc1RCNW05d3FPUnVFUEF6SEJzNG5uSUgwbzhWenluZE9XNXB6RnBqNTFyUmw0NUpWZk05M3BER21CbHYtTWhhbjd4Ujd1b0RPalQ2OE5Mag?oc=5
🏅 Sports,2025-11-17 12:06:51,Delhi School Students Move High Court for Ban on Outdoor Sports Events During Pollution Months - Moneylife,Delhi School Students Move High Court for Ban on Outdoor Sports Events During Pollution Months  Moneylife,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNMUxDVV9wX2ZJbGhQekR3QUkwZ0dBNkxRdFpUb1VPY3c4aHhRTm5JdS0tcHJhQks1LTJrZnRHV3l6bU9nalFCQWNJaExsRWpwX1ZfMkMtU2pjUHJTSG5LN243QjBqLUlhcDdlVFY3R21XSFMybWN5eE5jZ044QTNTNV9iem5mYV9ONFpuZkJaUG5IWHNWRGhLbFp1Y3ZEQWZZM1NuaXRZYVBLazlzUk5nZ3dsdlQxUzZLQmI0czktMW9ETjFxaXhPTlFFQkdUODdxdEFrOQ?oc=5
🏅 Sports,2025-11-17 12:02:22,25th Sub Junior and Junior State Yogasana Sports Championship 2025 begins at Srinath University - The Avenue Mail,25th Sub Junior and Junior State Yogasana Sports Championship 2025 begins at Srinath University  The Avenue Mail,https://news.google.com/rss/articles/CBMiugFBVV95cUxQQzJKRzlKWjFRVzVpSVp1YkQzQnNqU0k4Y3RwamZERTlBazRZRy0zODgxaFhfNGN6amUtcnZSbmRaWGYwWlVDa09PLThjTGpYTnNCeTR5emJKMjJ3QUtLNGRoZ245QldsUndoNGx6ZV9PbHFRakpWbUZ5d3E2dkpoNGZQdG5hUjZrc3E1S2ZTM3RXX21aZ1VlVTZwR0paV2V4MTdvZk9xWEpuMG1fN0Q4R3ZhaV96Y3BQYmc?oc=5
🏅 Sports,2025-11-17 11:36:17,Global Sports Pickleball signs Zee5 as official broadcast partner - Social Samosa,Global Sports Pickleball signs Zee5 as official broadcast partner  Social Samosa,https://news.google.com/rss/articles/CBMipAFBVV95cUxPYi1pMnlmdzlmRHBnaDU4ME9uMW5OYkNLUkxrZlpwQ0R2S3NYc2hmVzk2aTFOYUlITXR0RXV1RFpoOGdKTXlJZVh5OGxqMU40Ym5VOWd6bGdLUEV5bnhKdlZ5OHpXQmxaMVQwVS1NVnFtSEZJNGU2cUcyOTRySmFpNjJhM3d0bHFiRWIyZENEb0ZubkF6bmtvSnladzgwa1VVd0xsctIBpAFBVV95cUxPYi1pMnlmdzlmRHBnaDU4ME9uMW5OYkNLUkxrZlpwQ0R2S3NYc2hmVzk2aTFOYUlITXR0RXV1RFpoOGdKTXlJZVh5OGxqMU40Ym5VOWd6bGdLUEV5bnhKdlZ5OHpXQmxaMVQwVS1NVnFtSEZJNGU2cUcyOTRySmFpNjJhM3d0bHFiRWIyZENEb0ZubkF6bmtvSnladzgwa1VVd0xscg?oc=5
🖥️ Technology,2025-11-17 11:27:08,Why IdeaForge Technology Share Price is Rising - Equitymaster,Why IdeaForge Technology Share Price is Rising  Equitymaster,https://news.google.com/rss/articles/CBMitwFBVV95cUxQVFo5MVFtdC0zcndBYjBpQklXaUtJa2lmd3A3SGliT1VrTzRDTHl0dFNnRkRiVDhueXJGRGdsemtXdkwwbGFIeTFGbDh0VFV2LUd5SGYzZ0psY3ZWTGcyejF1SVowVmVrRm5Oczl2LUUyMmhnUjhzcVN4QVV1SlA5ekZFUUxPeUV0ZVduWVRaMjhNSHlUSHExU0N3RnN4Ym5PZ3ZVQVZ6a2E5eXE4VlZoUkJ6Q1ZiM2s?oc=5
🎬 Entertainment,2025-11-17 11:26:49,King Stubb & Kasiva launches dedicated Media & Entertainment Practice office in Mumbai - Bar and Bench,King Stubb & Kasiva launches dedicated Media & Entertainment Practice office in Mumbai  Bar and Bench,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPNWRxQ2R1blZuVkZuU0UzZWQzQUwwb0lEQ18wV0VFbUxCRndsanVjSldqTURXcVRnZEJyUy13Qkt1T1EySklHazlHNVlWUEhRT2J3VHRVWnlJSGUxUlo1b1B0MF9CTnN1djFyMkNLS2JfckRmV0RJQXJ1UFZUQ05rWEtxUUh2UFJuQVM0ejFLUE9tRm1WTk9nUHVxVlJsXzBxeHBHLU43aWduVmpoaHhRMk5DNDZ1ZHdpX245ODcySXF5R2fSAdABQVVfeXFMT1BtWkJ0dVNPT1ZnTldKWi1oNF8xSmtvMGJFMXJMdmZhQTlGNTVMUDNvRmhPN0Z6d05Id1RUMGJQZVVNZjdVcTFyeV83bmZ4eHN5RklzRTF2VkdiRU02dnRGckdlOHMxdmNHTkZKcV96bWtvN3MwanRQWTRiNnFtVlhwMDVoaTFndEZoX3V1UWFfdDZLaUItR2JTSnNyNWlOaDRYWTNHaDUtbmowa1JZLTZMNGp6MTBnbWxwMm8weXkxZWpjZHU0UU9jTnpFMVRPcA?oc=5
🏅 Sports,2025-11-17 11:20:24,Students move Delhi High Court to reschedule sports calendar away from peak pollution months - Moneycontrol,Students move Delhi High Court to reschedule sports calendar away from peak pollution months  Moneycontrol,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQX2dJcWV4VGt0enQtclE5MEZ4YWR6SlJpOF9Pem54QWJQV2tZNHZFdS1SemljUFdMcUVadjlmQ1NjMk5hOUVzc1B0eDJzcEtFV2dtZEw2b01WYk1SSUdiSkE1TlRjcXlkLWFrMnM1dmRFVzVKQnRLN0RzdlZYZFlyTzdKeVoxX2VLbWhfY0U2SzlRWE9vcFJEZG9fS280OVlGYVJRc0EtSlkyR3VsX0RZMzB0bm5NSVY3eWhySTJzLTRFa2J2c0E4TGtnQWZSOFdyTXRxeDRIYURqcl8tSEdZR3pRb9IB6AFBVV95cUxNWkotZ1JxdjJMT25EbnpWem4tQ195cXV0T0d4NzhGcXUtVGx2aFpiT3JRNXdNbTQ0NUo2Ykxxc2llMFI1Ym4tSUJSUmlieTNPWnBKcVpPY2Rsbld0bDVVTDltY0theVdwUFo2dm9qNW5KVFl1aU5feUNnV1cwbmFXVTRKajgxdGlCLXpvNTU2eHZDSEY4QktXaUMwZ2lzcmM1OHJYUzBXWC0zbkVrQnZpcUZPNjhPdjdhVTUzWVRVa0JhbEYxOUZhQW5OdEh4ZFdEN3RrYzBRaDdvcmNzY3NaOXFVNEJtZmVt?oc=5
💊 Health,2025-11-17 11:19:00,Women Toiling in India’s Insufferable Heat Face Mounting Toll on Health - The New York Times,Women Toiling in India’s Insufferable Heat Face Mounting Toll on Health  The New York Times,https://news.google.com/rss/articles/CBMif0FVX3lxTE5vOTJyZEhXQTJOVk5YTF9VUGR4VEpuX0ZVQUFlYzVVRklpeVBMdTNNNGFpbEtSZDdEZWVhNl9iV2UtV0NxVHJqam5jNEJHV2xkLWxUWGNCUWFYdzdHaE1MMDQ5VjEwTV9PaWRTLXpqVTUwY3k3bk9INThNNVZ1N3M?oc=5
🏅 Sports,2025-11-17 11:18:55,"School Assembly News Headlines for 18th November: Top national, international, sports and business update - The Economic Times","School Assembly News Headlines for 18th November: Top national, international, sports and business update  The Economic Times",https://news.google.com/rss/articles/CBMigwJBVV95cUxOdEZHTlEzVXVqZERZWTNzczdGcmtVMDFvVUZ1Q1dZUDZvZzlsVzEyeDUxbG43Q3AwQkZPR3JkdzRLcy1MSVBXYmNCYXZIUXIyV0dJNGJXT2NqeEx3eVF2OUpPUnUzUFUtaWVtbk9HcWVFc3dMV3JtSC1BNlRaRzBITlRwU1J2SGVvQnJxOGdSSnByemd0Q3ZyczZvNHBpLXFTMzdNQzZwMzJub0pIVVNMdkNOTGpnVGRlQ0U2eHNSNWUybEtzSnZVSm8wOFdwNlhGODR4M0k0MzZJVE5YVzc3NnExS00zYzliZHVSSmpUN3RLWGVFM1pQWWdaOGJudDVQblAw0gGIAkFVX3lxTE9CbHRRbDFySXJWa21qNFJHYVZWZlVnSnVyM1pYcW5UWkk0dURGZVBSZy05VDVYTVNzdDdndlB4dlhhcEt2TlFIQ09GY3pVMUtmY3hLcHNmNkNQU1htUFU1Q3J5aWhFS0JCSWVQRDVPQ29SQm96cExfeTBCYlF2OWFEaGNJbDZZM0J4Rkc0MkhvWWMxUjRPYVNqcUFxTnc2Y2hDcFQ3Q0oyTk5FVDJmcW1UZVIxWWVNRG9OZXdTNzFPRjZUWmI5Z1F5VTR6ZnEzTXptdF95amZTcS1CeXRkU2RGRnA2RjNCT2wyXzdreWRITndKb2FCZm9zQmJkVVdoN3VGdU9PbXZocg?oc=5
🏅 Sports,2025-11-17 11:14:03,"School Assembly Headlines 18 November 2025: National, International, Sports News - Getmyuni","School Assembly Headlines 18 November 2025: National, International, Sports News  Getmyuni",https://news.google.com/rss/articles/CBMipgFBVV95cUxPZjlDQ1JqNUkwWW1yN2Nwb2ttbnFRRHl0UWZrdHIxSzhPNWk3U1R1U1V5VEpvQnVCengzTEFNM2FZOTFpSmxDRVRobnk3cVpfRHUyaFZaQnZqcUxTcndkSEh3b3RFYm1RQldYSkZDOFRWN3RLNTIxeGF3ZGxjZWZoZXNySEZGNW12S1kwQUpRalFmZTRsTThvQkdkc2pwVUl2S2VoSWV30gGrAUFVX3lxTFA0cDNiTkVld0FRRzIwWWd4NVNOYnowb2ItS2IxYzNOQlFWM2QxRjJkUW43aGlicW9wRC1NVmtKdXVkWGE5cmQyQXFIN1ZTRFhycjQyY3BxVjVUMXJsWnZiSm9QYnhoYkY1M1UyUllPTnZrNWFlemwzRC10MlNlTUlsMkxYVnJfMjhUdkExX2VaaUFkc1VycjJGdE9HeGUzS1pfT0ZJLUQxdWQ1cw?oc=5
🔬 Science,2025-11-17 11:07:05,"Astronomers Detect ""Super-Earth"" Just 18 Light-Years Away In Habitable Zone - NDTV","Astronomers Detect ""Super-Earth"" Just 18 Light-Years Away In Habitable Zone  NDTV",https://news.google.com/rss/articles/CBMirwFBVV95cUxQSkVwcGV0c0ppaTRZOVZEQVg1bkFTc3l0ZG1YZTVMTHZVVTVpVTctZzJYUlA2Z3VsaHBySnJuRXptZVpIOFc0ZDJDMl9yZF9BQWx3UGdrT0VwTzRoYi1UWmFnWHZ3YS1kd2xXdi1jZkFoVlJXZWJLX3gzeTFDSnFQRGlMeVRDdVV3dm9SX2Z5SnlFOS1lYjlFS2N0bThLMERiRmEtNWRldXEzY3U2TUlF0gG3AUFVX3lxTE9td1BUODZsbTB2OUZfc0pZZzZoM1RLTFFXdWN3NFhpRTRxZU1HREZGblFGdlUtenZLZEMtVE5sSVRwbGxTR3NyOHlERXR0VDJsVVdubkVfVFVuWUZ0RnNTSm9idURqaGFQOVpmYWgzdnhhQzItYlQ0WmlsaVcwdUZDQnFYa1NVRGZ6dUtGS0FHbWx2ZnNKNlJBWHc1RlJXX3Y0SUt4VzNfZ21tOEZmMUZMTWVHTjBwVQ?oc=5
🏅 Sports,2025-11-17 11:04:40,Bison on OTT: When and where to watch Dhruv Vikram's sports drama - India Today,Bison on OTT: When and where to watch Dhruv Vikram's sports drama  India Today,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOOG9pbWZReUppWVl2U1JEVGo5WEtLNk5COGJzbUVGLWZTSFRWMzFMU3UtYmtGc3JvOV9xdWRTazdXb1R4ODhHamk0YzM5ekg1QnUzbzBqYVo3ZFpIWmUzM2ZseExQV3hoYlNZSWg4NDNtckNlSDRicnBHeVdKMS1kQWdjSjlkUnFzcG9uRjdab3NJMTladGVORHZQV3V1RFpJU2ZUOVk1ZWFJNmF0WEpiVDBEQ2FjYmhoSXFYc0Z6Y1ZrdnltdHF5SnMyZ0Fxb3pKRnlj0gHYAUFVX3lxTE9rckliM2UzNlVHMlpCc2FqcjdxV2dfd3dEdVFabkdFQjVGYmx2eDFWbGtCcTV1cDNYbG9DR1pVajREU0xBVDB5RHM5TzEzTkxjTkhtczhOMHIwWjhVLUFiTFRrQ05ERFdOdXZWd1EtWGZjUGVrX25uYlptNGJqNU1sbGttak4zZGd0VDdkT1V1ODBrUVY0YzlFaVF4bGU4SnlxOE8zRUpmZlUteF9PVWN4Vno2OTBkLWJLQk9OMmdKZFZ1Q3U3X2tLVkxsVVh4eVFPdGFzaVlkcA?oc=5
🏅 Sports,2025-11-17 10:58:57,Global Sports Pickleball partners with ZEE5 to stream 2025 League and Grand Slam - MediaBrief,Global Sports Pickleball partners with ZEE5 to stream 2025 League and Grand Slam  MediaBrief,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNMGFBdU1nZEl2LW1DZjZlVWNOSE1tQnpIX2tkaTlXbDRieC15aXplMGZwMFltRGx2a2lMV1lmSGRDSTNlb2FiMXk5RVJWMi1XOTZSekM5NjZLYm1GU1RPeUx0d2k4ZEI3OVFtb3prMVIzQ1RWODRxNUg2OHoxYmlRTFgxaW5zT2hm?oc=5
💊 Health,2025-11-17 10:58:16,Health as an economic priority – building on momentum driven by the G20 South Africa Presidency - IFPMA,Health as an economic priority – building on momentum driven by the G20 South Africa Presidency  IFPMA,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOLVR1R1BTa0EwbDhNbUlMSnlpYlhlYTgyNkYwSnZKMmdjSFZSMmp2U01SeTdnUlByWXpjcTdYRWRacWdKNzhaaEVNRHFzSjZudlJZaXR3UFVYcFJDbDYtd1IwenpFcmhEa3VPaTdkRUNDbHZGeWI0U3JwRzRXanBaNW5yT1A0Vjc4SlE4ZXlLQTRJby1VbkFTU09VMVVHN3VQRjFFMmVQMjhRc3QtNlM5UFVsNV9qeXB3OEZaWVJLdkJKOTQ?oc=5
💊 Health,2025-11-17 10:56:00,The connection between gut health and childhood anxiety- what science says? - The Times of India,The connection between gut health and childhood anxiety- what science says?  The Times of India,https://news.google.com/rss/articles/CBMi8wFBVV95cUxOa2dEdVZBVEEwX0FzRkF5RnRmRWZMeTN6Y2VYUVFxaE9wOHVJR2FXaUJZYlBPMTlHZEtpamhpQnh6cjB0ZEV5d0FLaHBQNW5rR3F2QUM0ZkFBdldMZTNXQ28yS2toU1hFZ3lBUk1qOVZybEtJbHFSS2YtSmVqYWlKQ1NPejZDWnFzWGhSZ0JqX19IQ3lsSFRQU0VSS2lEbEE5MHNTOUFTU21JTE5FcE1EUU12dUFVcENUQnJxd0QwZHJuMVhEam1VTmtaQlozUzJIdGZzT2JJc1RVVWVDNXlZSGFUTFdlb0V1YTFDd0JMa0N6UnPSAfgBQVVfeXFMTjBDU204eF9CY1VFUW9zX00wVWVTczI3ZTgwZW5IRFR0eHA3MWlKNG04ZzVMSGxfcTkyOWJtTkJKdFJOUDBqazBoWVdjNy1nREVZREo2RlhBMjI5WjNrUFhCUktVby1pYUJ1NFM4UGtheVBEMjFWcFN0dTBkS0dfOERnUy1JZ3JiQWZyNjBMTWkzTUtPaERmanEwMFkxNXh2U0ZIVXZrVVdGbWl5ODZoMlVQdk9EMG1XTzhRSm9sc1lnX1JsdG1HZm41ekN1QkQ4UEVDd2FNeXZkcm9wN2lOYUd6cXEzVHdfNWNCWlNGZUhkdlh4Q01rY0g?oc=5
🏅 Sports,2025-11-17 10:52:30,"Arjun draws with black pieces in game 1 of WC QFs; Pawan, Hitesh earn big wins in World Boxing Cup Finals: Indian Sports LIVE, Nov 17 - ESPN India","Arjun draws with black pieces in game 1 of WC QFs; Pawan, Hitesh earn big wins in World Boxing Cup Finals: Indian Sports LIVE, Nov 17  ESPN India",https://news.google.com/rss/articles/CBMi9AFBVV95cUxQS3pLTVVzSTd5SkxlRUVKaU5OeVhFVEtVbkZPbExRUlF0aHNKcWMwOUJnOERCZi1lOHlNandSWTNRaXc1REJjdlk0Uk90X0xOem1MZENIYmNvSm12SXBEb1ExbHB5dzFWT18wS3pjd2ZJWEdMcjEwNW1IbG00Zjl2RUlqeWRMS3M5LVBjeUhTUV9TNGtheWh5YU52N203ajFCdVpwdlhsZWt0cjdOclNQZ2dOTzd4UDRBSVFqWXNjSEZ6MWs1MmpIVTFtcWQzdmk1UUlGN3lyTWdTY1loV3ZyTGx6c1lWUE9Kc3k2aFRrc1dvbGdf?oc=5
🖥️ Technology,2025-11-17 10:49:00,Advancing Battery Technology - AZoM,Advancing Battery Technology  AZoM,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1nYmFlMW5lckQxcFdrZllXVzAtb2FRMWZRUXZfMUxTcGRYcTJ0bFBSQ184MUZDQzNlbV9CR2RSbnBFY2ZlWVk5NEhQTHp2NXJWY3lEYndCRjE4OGpudmc?oc=5
🏅 Sports,2025-11-17 10:42:57,Sports Bulletin For November 17: India Await On Shubman Gill's Fitness To Gautam Gambhir Told To Bring Back Mohammed Shami - myKhel,Sports Bulletin For November 17: India Await On Shubman Gill's Fitness To Gautam Gambhir Told To Bring Back Mohammed Shami  myKhel,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNb2oxX195aXh3dWJaWXJISWFPOHM4eTYtQ2NNWFJBTkhXdEZSTDZCOVZkVWhMdGZwdl8zVHpLS3RuTnZUczBxMlgzZTYxaGtOWEVkeTRsZDlHRU0xd2JMR2NicmQ2YVJYYUVHN0lVd2VwRWxXRUdaMmZKa0txV1JNTEd0NG1ycWxQYWxVaWZwbTVTOXgza3lmRFdtV2lBSm9DSWlwWTRZdnpmWDNzbkVFX1lkY1hUX1Rsc1I5ZVU4dWhnLTJmbmxxeXBrYVJxdG9nRGlR?oc=5
💊 Health,2025-11-17 10:39:29,Pope: Safeguard human dignity as health systems integrate AI - Vatican News,Pope: Safeguard human dignity as health systems integrate AI  Vatican News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQRTZMcUcwRmZpVFpwX1k1V1B6aXEzVHc5SVRhSlJ4S0RRa21rbXlXbHZZWG9VbTFzajNSRlQ2Z0dSbGd3bWxWc2xzd0ZTbWduTlhqTFg3ZFRGRGpGWFR1cWFmcHA4bm9QMmwzTmFSdmRvVkprWXExLXRqS2RueWZSeDB3ZW4wZGlQRkJ3aXotM3pvWGdVb2RIVGhlMjJsck8xSFk1MkRVUXRYYjVhRmJVX0tUai14ZHhZ?oc=5
🔬 Science,2025-11-17 10:31:42,China's Chang'e-6 Space Mission Discovers Tiny Iron Oxide Crystals On Moon - NDTV,China's Chang'e-6 Space Mission Discovers Tiny Iron Oxide Crystals On Moon  NDTV,https://news.google.com/rss/articles/CBMilgFBVV95cUxOTWQ1ZVpWMjQ2ZktRbGJwbWRCT2pWX0VJTVJKRGUxWG1rUXd0Z0VaUjEwb3JZY1BFeU9BbERTakc3SWV4d0dzRVlicjRjU1BlN1BVSWxMQ0FBd2h2T012X2FnbVFvWEJhX3BzSW9taVh6ZWdWYWdKY3FXdXc1WFZhY0JSYjMzTEo2Q3pQWXNLOF9MR1VCVEHSAZ4BQVVfeXFMT2Zyc2k2ekpLcFdJUjFJTFE1eFN3MmJzdHRzNDNNd0VhbHppeFYtcTEwZVUxeFZaQm1UbmxLSXBEX1lnMC13Nnp2SGptYzVSTFJnTWF6cXEwQ2xjZHQtT0lQWlQyRzVmcVg4NTYxWjNRMnpGT2NaRHIzTm90OTZ0MHQxTG9sSkN4c2wxY3BuMnVjcTdzdEI1LTc3WjE2NFE?oc=5
🔬 Science,2025-11-17 10:24:21,"Scientists extract RNA from woolly mammoth that died 40,000 years ago - India Today","Scientists extract RNA from woolly mammoth that died 40,000 years ago  India Today",https://news.google.com/rss/articles/CBMi2wFBVV95cUxOX2ViRlphTFJYMFNRcW5WeXlfSEtOeExWWkc3LWtSd213ZFdjZUN6ckxiWWFDVlVWc3BDeUpEdW14dGZYRHk1SFloTnVNd25PVkMzRmR4dk9GdzRKbXhYZzhkRjFqRENkNmtBX3hzbG11Y0ctQldsUXRNaG8xVGUzZW9iNVBjd1FuSDl6MFNRcU8xNThYdklGdDloZUM2WDFVM1FsUGlySGdTZVRvWTQySHVWZnNQaDQ1NXVyOHpOWW1nYmhqX2ZTcUFxaHgtckxFcGk2YTRhTVYxb2fSAeABQVVfeXFMT3pkSU55TXduTU1uaWh3TE9QbFIyaUdQdzFZYUFKQXZwX25yWWhvcVhOejJwU1FBNlRxeFVjQlltTm5vd2pzWUkzVTJzbDF4VWc0THlQWExJZU5WRnpieEdSUzdOaFFxM3drMXNmUzlWc0FDYzlmV09VSTRzTjB2SlUxbnBqOEpvNUpKTThvQnQ2VlVqRkV4RHFRNzBqeDdrSnl2Y1Z4U1Nrbi1HV1BtbGFiejRyT0c5eUJGSFZGOXMyNmt4UElsQ29IV0hfT19JTm1WVDJlaUVEUEdYOEgyLUM?oc=5
🔬 Science,2025-11-17 10:21:00,Gravity makes us age? Deepinder Goyal points to bats. Science says not really - India Today,Gravity makes us age? Deepinder Goyal points to bats. Science says not really  India Today,https://news.google.com/rss/articles/CBMizwFBVV95cUxQbVpqMkx5Q3FBSkFMaGhVT29QWDBOM09GUHRvcU9CZ1o3NHJsR3pXNkxFYVJHZEd2MEhwdll0ckphcEJZX24wVEY1ZTVTdXBfZzN3NnRyblVnVURFN0RiR19raVNfRlEwRGhpOUNVTFpnNmVqd0RjLXI4WDd2c015Qm5tQ21SQk5VR0xjXzRoUTZ0d1YzckwxdjBINy1HSGxaS3hLVTFTWGw0R3BCQVVmSVR3NXUzTjdwZkY5Rk9mQlpkMDhHS0I3eFEtY1BsMknSAdQBQVVfeXFMTURESDdiZkl5X1lnbTZBWWl2LU5ocG01ZWRZM2VBVmZYQWJVWkF6ci1uTGhKZzRiT2NtX1ZrcjM0cWtxQ2FkTXFpRlFoRTVrSHBVZ3V6N2xkNk5qaHFPakFLUTFYbnhqUVBDQ29takkwTU16dGtmVjlabFF6U3lFWl9YajYxTHdlMUZHQ0pVR2J5NHZOdGJSNHVVX0JWOXlDVGZEeXFLQzN0c2lKME11YVliWm8zQzNCRnBGV1h4XzEtYndMcW9FQmh6cFdINF8yZENnVVI?oc=5
🎬 Entertainment,2025-11-17 10:15:16,"AdiGroupe and AEx Sport to Ignite India's Sports Entertainment Revolution with a Power-Packed, Bharat-First Approach in partnership with Prasar Bharati - Business Standard","AdiGroupe and AEx Sport to Ignite India's Sports Entertainment Revolution with a Power-Packed, Bharat-First Approach in partnership with Prasar Bharati  Business Standard",https://news.google.com/rss/articles/CBMi1gJBVV95cUxOS1RUamNUcFB1TmtFYnFHTm9heWthcWR3U0ljZ1lZemJQWVdJVjdoWjA5Vk44QjNJZFpPZlVrZDI1MkZONG9NNnpEekplbHl0aVZMTEpPSTFSLVFPSVU4WmhpeWxTN2tUWGFNb1ZMMUhpSF9OeVZTdi1zS2NSc2lxYXF1SjBYV0hFQUZ0dTByUVpXc0VsR2xxZUZzQXh2WWlveEQ1WHB4dUpucVoyRXRaM290WUZ3NzN4NmtiazBEX0VTX0U3LWptZnllc295NXB1R1ZpWkxzSFd5V0pUcGJWRUNpeHg2aDZleEktRjNRN093eVl1M3o0RktJTURIbWllaGliNE5UeGwzUG41dkZSY1gwamR2MEZwRElqWUdkZWt3dzFmZmVsTnRIRnNKWTgzYkxETjMzV096MmVUNVdVbE5LTjhkVF9nUm82OThsTW1ucTBjbmfSAdYCQVVfeXFMTktUVGpjVHBQdU5rRWJxR05vYXlrYXFkd1NJY2dZWXpiUFlXSVY3aFowOVZOOEIzSWRaT2ZVa2QyNTJGTjRvTTZ6RHpKZWx5dGlWTExKT0kxUi1RT0lVOFpoaXlsUzdrVFhhTW9WTDFIaUhfTnlWU3Ytc0tjUnNpcWFxdUowWFdIRUFGdHUwclFaV3NFbEdscWVGc0F4dllpb3hENVhweHVKbnFaMkV0WjNvdFlGdzczeDZrYmswRF9FU19FNy1qbWZ5ZXNveTVwdUdWaVpMc0hXeVdKVHBiVkVDaXh4Nmg2ZXhJLUYzUTdPd3lZdTN6NEZLSU1ESG1pZWhpYjROVHhsM1BuNXZGUmNYMGpkdjBGcERJallHZGVrd3cxZmZlbE50SEZzSlk4M2JMRE4zM1dPejJlVDVXVWxOS044ZFRfZ1JvNjk4bE1tbnEwY25n?oc=5
🏅 Sports,2025-11-17 10:09:21,List of Top 7 Oldest Sports in the World - Jagran Josh,List of Top 7 Oldest Sports in the World  Jagran Josh,https://news.google.com/rss/articles/CBMilwFBVV95cUxPN1d6d1FlSzdaZGI0UkQtNEJJOUt1UHFwZGxWaXN5WXhYLXI3SV9UaGszQ0ExMENsMHdEMV8zSWRzQ1BNaHh2T0k4WGplX3pTUHJMdHRmU29VdV9xcWxtYW1zdEZ2WjNEYW5kZnUxS0VpbmRLdi0zTjI4WWVudFRHS0NVZVZ4S0dSalRHSGljMnpBY3JmYTNv?oc=5
🎬 Entertainment,2025-11-17 09:51:00,Tom Cruise says cinema 'opened my world' as he accepts Honorary Oscar at Governors Awards: 'It is who I a - The Times of India,Tom Cruise says cinema 'opened my world' as he accepts Honorary Oscar at Governors Awards: 'It is who I a  The Times of India,https://news.google.com/rss/articles/CBMiqAJBVV95cUxQaFdrZlJSTGh2SnlzYUZxQVl3OXcwS1VrNEdFcDdkczkwMHlWTlE2T1p6VEsxLUlaME9wMXcxVmN3d0JiR0ROanY2MHExU1ZfTFdpNGZkQVdUUVh1OG1qV1hlM1VJNjRFa0lZMXd1eUF4TmFkQWttekdheGNBVGZ4b0tfOHBWOVBTX0djY1ZLRVZpVlBUcnZmRnQ1UDNYWHlyQWJDdXJhNUVST3ZVMzlqRFdsQ0RRMFJ5Zk15bTJzdUx5VGVnRnhENlEyek9vR1BuVUItdzZibmNBeFN6RXkxS0tiOVhTamc1WXRPeUw1a3NZUVpkNmQyTkZ5TDNYYnBNX1J0LThfbWRlcElQNTFCQ2wwQ3FId2pDeW8tRjYyeGNoeDFNT3NMcNIBrgJBVV95cUxQYVE2NlpPS2E5UVF0TG1tTGxaOC1rOGhveFZQWHdFcFI0Sy00QlBrVWJWV0xwd0NIdHdkX3FqRjNydkJhcTRRWmVVM1dUc3V6dFNfMXItczNIZ2FLRTZoVTBwQ3N2bXVJbWJuZTVrWU8zOXdtM2hWSkpUZjBnWUJUN0JJbTdTWkthUk4tOHV5TlhJZWc1MkRLelJlenBIY2JJZW5wUF9mbTVmLU1PTzlzRVhPc2RIcUIyYk5OVXdLbWVXbFBxVF9lVm1jeUIxZEpmdGU3aFpRY1Z3X1NJVjhGSzRFRFUwTWc2cFJsdk1jMi1GMm90dXdIc2daemlSRm9CQy1GUHk2NFM4XzNlc09lS2luOVVMVXJzN0FBX3RhUktIdFhZRDRRNExxdmw2QQ?oc=5
